27.0,0.690509982587124,77,32.0,28.5,0.4266600929914307,0.19117977822546817,0.4513056605982797,0.2710843373493976,7,315,16,0.1649572197684645,0.04143140577189121,0.2787897173726583,0.07017543859649122,7,315,16,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,7,315,16,15.0,1.0,0.0,15.0,15.0,1.0,1.0,1.0,1.0,7,315,16,3.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,7,315,16,0,0
-8.0,0.5533910533910534,62,12.0,-0.5,0.19889806323953876,0.060522753266880246,0.5382682326259206,0.10909090909090909,20,570,7,0.3633188147718582,0.11657765937178347,0.749996137699172,0.194,20,570,7,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,20,570,7,17.0,1.0,0.0,17.0,17.0,1.0,1.0,1.0,1.0,20,570,7,-3.0,0,7,0,-2.0,0.0,0.0,0.0,0.0,20,570,7,0,0
5.0,0.8442962962962962,22,18.0,13.0,0.4269959969312931,0.14907119849998599,0.5377605456999494,0.25925925925925924,18,112,16,0.7095113014456431,0.4044587133530887,0.8559213334212746,0.5310077519379846,18,112,16,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,18,112,16,23.0,1.0,0.0,23.0,23.0,1.0,1.0,1.0,1.0,18,112,16,5.0,1.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,18,112,16,0,0
107.0,1.0,0.0,107.0,107.0,1.0,1.0,1.0,1.0,0,0,8,1.0,1.0,1.0,1.0,0,0,8,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,0,0,8,-4.0,0.47657952069716775,13,2.0,-1.5,0.0,0.0,0.5191919191919191,0.0,0,0,8,10.0,1.0,0.0,10.0,10.0,1.0,1.0,1.0,1.0,0,0,8,1,1
41.0,0.9813953488372092,2,41.0,41.0,0.8999999999999998,0.6666666666666667,0.9111111111111113,0.8181818181818182,0,789,12,0.549937645523953,0.10138141199777273,0.33243191474562594,0.3405698778833107,0,789,12,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,0,789,12,7.0,1.0,0.0,7.0,7.0,1.0,1.0,1.0,1.0,0,789,12,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,0,789,12,0,0
0.0,0.7107097933513028,42,10.0,3.0,0.22360679774997896,0.10050378152592121,0.20324098041908512,0.125,11,152,11,0.1559002557442782,0.0,0.590035956621896,0.08315565031982942,11,152,11,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,11,152,11,9.0,1.0,0.0,9.0,9.0,1.0,1.0,1.0,1.0,11,152,11,3.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,11,152,11,0,0
24.0,0.8278830292216537,54,25.0,30.5,0.5766388083288672,0.33410762783382275,0.6199994591112037,0.4017857142857143,15,107,8,0.3321948836742569,0.16956852499052755,0.6076325676257675,0.19789473684210526,15,107,8,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,15,107,8,10.0,1.0,0.0,10.0,10.0,1.0,1.0,1.0,1.0,15,107,8,6.0,1.0,0.0,6.0,6.0,1.0,1.0,1.0,1.0,15,107,8,0,0
18.0,0.827108955645541,74,33.0,29.5,0.5391638660171921,0.37444189408166756,0.6023630470009435,0.36885245901639346,6,48,10,0.219712838419469,0.034835253195747116,0.5273519473505386,0.12315270935960591,6,48,10,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,6,48,10,10.0,1.0,0.0,10.0,10.0,1.0,1.0,1.0,1.0,6,48,10,4.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,6,48,10,0,0
71.0,0.9765450243099847,5,71.0,71.0,0.8811404262115236,0.3999999999999999,0.8474074074074073,0.7875,2,2,8,0.9877150460100396,0.9411801629750298,1.001945448125534,0.9757174392935982,2,2,8,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,2,2,8,9.0,0.8841666666666667,6,9.0,9.0,0.44474958999666075,0.19999999999999996,0.6809523809523809,0.2857142857142857,2,2,8,7.0,1.0,0.0,7.0,7.0,1.0,1.0,1.0,1.0,2,2,8,0,0
-19.0,0.4729225888847692,50,7.0,-7.0,0.07444375004781978,0.04222003309207491,0.4020285373323133,0.036585365853658534,27,1014,16,0.29726973862278955,0.10143712510063149,0.5078523573587448,0.16146993318485522,27,1014,16,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,27,1014,16,-2.0,0.5228758169934641,14,1.0,-0.5,0.0,0.0,0.3166666666666666,0.0,27,1014,16,7.0,1.0,0.0,7.0,7.0,1.0,1.0,1.0,1.0,27,1014,16,1,1
98.0,1.0,0.0,98.0,98.0,1.0,1.0,1.0,1.0,0,0,8,1.0,1.0,1.0,1.0,0,0,8,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,0,0,8,17.0,1.0,0.0,17.0,17.0,1.0,1.0,1.0,1.0,0,0,8,2.0,0.8606060606060606,5,6.0,3.5,0.29814239699997197,0.0,0.8008658008658008,0.16666666666666666,0,0,8,1,1
4.0,0.7599148073022313,44,21.0,12.0,0.270232002768764,0.12598815766974242,0.3344562631235146,0.15384615384615385,18,232,4,0.2473794682336666,0.020028449476917363,0.6004666143071031,0.1408898305084746,18,232,4,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,18,232,4,14.0,1.0,0.0,14.0,14.0,1.0,1.0,1.0,1.0,18,232,4,15.0,1.0,0.0,15.0,15.0,1.0,1.0,1.0,1.0,18,232,4,1,0
15.0,0.9384615384615385,12,27.0,20.5,0.8219949365267866,0.5773502691896258,0.5773502691896258,0.6756756756756757,12,340,17,0.2639005058110402,0.039678790918686195,0.36126190666245334,0.1387434554973822,12,340,17,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,12,340,17,9.0,1.0,0.0,9.0,9.0,1.0,1.0,1.0,1.0,12,340,17,6.0,1.0,0.0,6.0,6.0,1.0,1.0,1.0,1.0,12,340,17,0,1
39.0,0.9102254428341385,15,39.0,45.5,0.848528137423857,0.6546536707079771,0.914898710174605,0.7272727272727273,15,95,4,0.8560526778084593,0.39799859302812185,0.9186368439007078,0.7420634920634921,15,95,4,11.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,15,95,4,17.0,1.0,0.0,17.0,17.0,1.0,1.0,1.0,1.0,15,95,4,4.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,15,95,4,0,0
